size, test_eye, visual_angle,transient_counts,cdt,mdt,dtstd,key_press_list
2.0,-1.0,1.4,24,7.561178684234619,0.9451473355293274,0.5689683409233705,"[1.1000587940216064, 0.7641069889068604, 0.4354970455169678, 2.0037262439727783, 1.6054389476776123, 0.23531293869018555, 0.9330828189849854, 0.48395490646362305]"
4.0,1.0,2.8,27,7.631161451339722,0.8479068279266357,0.19839651201315706,"[0.8491277694702148, 0.8757591247558594, 0.8394551277160645, 0.5041379928588867, 1.0996322631835938, 0.8591413497924805, 1.1957178115844727, 0.7726399898529053, 0.6355500221252441]"
2.0,1.0,1.4,30,9.390115737915039,0.9390115737915039,0.3177240136326416,"[0.8917572498321533, 0.5236680507659912, 1.3317313194274902, 0.5956590175628662, 1.3313429355621338, 0.9641389846801758, 0.4356198310852051, 0.9487569332122803, 1.0518043041229248, 1.3156371116638184]"
0.5,-1.0,0.35,21,11.166819095611572,1.5952598708016532,0.5908861761072418,"[0.3557298183441162, 1.3634018898010254, 1.4031617641448975, 2.1233408451080322, 1.7063889503479004, 2.08351469039917, 2.1312811374664307]"
1.0,-1.0,0.7,24,14.099089622497559,1.7623862028121948,0.8593788992209996,"[0.9465961456298828, 3.1398210525512695, 1.3073229789733887, 2.371803045272827, 1.5392282009124756, 2.7396490573883057, 0.44359612464904785, 1.6110730171203613]"
4.0,-1.0,2.8,27,11.447120904922485,1.271902322769165,0.5856844458733506,"[1.0835120677947998, 1.5635781288146973, 1.163712978363037, 0.627722978591919, 2.139634132385254, 0.8589518070220947, 0.9399888515472412, 0.7079989910125732, 2.362020969390869]"
1.5,1.0,1.05,39,16.96461510658264,1.3049703928140493,0.43241122594957876,"[1.3432941436767578, 1.1396148204803467, 1.2749130725860596, 1.4751722812652588, 1.572376012802124, 1.083575963973999, 2.451169013977051, 1.3799219131469727, 0.7313730716705322, 0.598046064376831, 1.3713250160217285, 1.4919118881225586, 1.0519218444824219]"
1.5,-1.0,1.05,24,16.00525164604187,2.0006564557552338,1.110517382873167,"[4.0851662158966064, 1.9794950485229492, 0.8268539905548096, 1.8277649879455566, 0.9467449188232422, 1.3312771320343018, 3.5157063007354736, 1.4922430515289307]"
1.0,1.0,0.7,21,9.705964803695679,1.386566400527954,0.3538910882648794,"[1.4991810321807861, 1.2116928100585938, 0.8755347728729248, 1.0182552337646484, 2.0037899017333984, 1.587662935256958, 1.5098481178283691]"
0.5,1.0,0.35,21,9.081275701522827,1.2973251002175468,0.6249285310504219,"[2.5396616458892822, 1.6045200824737549, 0.7791690826416016, 1.3075928688049316, 1.363102912902832, 1.0675530433654785, 0.4196760654449463]"
