size, test_eye, visual_angle,transient_counts,cdt,mdt,dtstd,key_press_list
0.5,-1.0,0.35,30,4.709028244018555,0.4709028244018555,0.3772556088253331,"[0.21939468383789062, 0.20369482040405273, 0.24389004707336426, 0.25206995010375977, 0.5239548683166504, 0.6196601390838623, 1.4915127754211426, 0.6115679740905762, 0.3797018527984619, 0.16358113288879395]"
2.0,-1.0,1.4,30,2.5648348331451416,0.25648348331451415,0.11945164238581202,"[0.3877980709075928, 0.12371015548706055, 0.5238609313964844, 0.18772292137145996, 0.2673358917236328, 0.32357192039489746, 0.17175865173339844, 0.1237339973449707, 0.21160411834716797, 0.24373817443847656]"
1.0,-1.0,0.7,54,6.443989038467407,0.35799939102596706,0.32307260167915025,"[0.4038100242614746, 0.10785174369812012, 0.228071928024292, 0.20571398735046387, 0.2919778823852539, 0.15589094161987305, 0.291856050491333, 1.5795879364013672, 0.22729897499084473, 0.5232090950012207, 0.3879108428955078, 0.019321918487548828, 0.43570685386657715, 0.1881577968597412, 0.211961030960083, 0.4033658504486084, 0.31459712982177734, 0.4676990509033203]"
1.5,-1.0,1.05,48,4.762847661972046,0.29767797887325287,0.1552332544970019,"[0.23587989807128906, 0.3960111141204834, 0.403548002243042, 0.08353805541992188, 0.2438192367553711, 0.17920374870300293, 0.26795196533203125, 0.0677802562713623, 0.41982316970825195, 0.1957712173461914, 0.30762696266174316, 0.37172508239746094, 0.4116179943084717, 0.19572806358337402, 0.7312068939208984, 0.2516160011291504]"
2.0,1.0,1.4,30,3.2193191051483154,0.32193191051483155,0.19613291557833842,"[0.19598889350891113, 0.20392918586730957, 0.17194390296936035, 0.2756228446960449, 0.18890810012817383, 0.3393270969390869, 0.7324349880218506, 0.22751617431640625, 0.2115190029144287, 0.6721289157867432]"
1.0,1.0,0.7,39,6.963517427444458,0.5356551867264968,0.3191207521762092,"[0.8273999691009521, 0.8485288619995117, 0.23568487167358398, 0.39552998542785645, 0.22000503540039062, 0.5472948551177979, 0.18736696243286133, 0.7235920429229736, 0.6436202526092529, 0.17989397048950195, 0.3953118324279785, 1.3157069683074951, 0.44358181953430176]"
4.0,-1.0,2.8,12,1.860929012298584,0.465232253074646,0.516049784539212,"[1.3529319763183594, 0.2437000274658203, 0.18806195259094238, 0.07623505592346191]"
0.5,1.0,0.35,36,5.91783881187439,0.4931532343228658,0.33755239572139384,"[0.2279810905456543, 0.41193604469299316, 0.8994278907775879, 0.29949498176574707, 0.403670072555542, 0.3393828868865967, 1.3958239555358887, 0.3481168746948242, 0.1717529296875, 0.19550299644470215, 0.6128900051116943, 0.6118590831756592]"
4.0,1.0,2.8,24,2.742516279220581,0.34281453490257263,0.19216373521990948,"[0.1955859661102295, 0.2444605827331543, 0.2358410358428955, 0.26763010025024414, 0.33991026878356934, 0.18773794174194336, 0.47539806365966797, 0.795952320098877]"
1.5,1.0,1.05,39,5.0402045249938965,0.38770804038414586,0.1619639800359205,"[0.5716829299926758, 0.13170528411865234, 0.42017579078674316, 0.40374088287353516, 0.21181988716125488, 0.35539889335632324, 0.6275730133056641, 0.22748494148254395, 0.26759886741638184, 0.4835171699523926, 0.21977496147155762, 0.6436929702758789, 0.47603893280029297]"
