size, test_eye, visual_angle,transient_counts,cdt,mdt,dtstd,key_press_list
2.0,-1.0,1.4,21,11.695353269577026,1.670764752796718,0.9648722112801036,"[0.5800549983978271, 3.571869134902954, 2.6143901348114014, 1.3315951824188232, 1.2699368000030518, 1.0357801914215088, 1.29172682762146]"
0.5,-1.0,0.35,21,13.298189878463745,1.8997414112091064,0.5471949211807794,"[1.1011881828308105, 1.6674220561981201, 1.4679429531097412, 2.547752857208252, 2.283013105392456, 1.5872390270233154, 2.64363169670105]"
4.0,-1.0,2.8,21,6.959498167037964,0.9942140238625663,0.3171921449708471,"[0.9404311180114746, 0.6999809741973877, 0.9793891906738281, 0.7315819263458252, 0.8768529891967773, 1.007901906967163, 1.7233600616455078]"
2.0,1.0,1.4,21,12.734451293945312,1.8192073277064733,0.7508555540473635,"[1.49981689453125, 1.9476971626281738, 2.1310181617736816, 2.643543004989624, 0.883760929107666, 2.857405185699463, 0.7712099552154541]"
0.5,1.0,0.35,24,15.856216669082642,1.9820270836353302,1.0365023278200658,"[4.691445827484131, 1.7737610340118408, 1.8197150230407715, 1.563546895980835, 1.2995340824127197, 1.6911790370941162, 1.437493085861206, 1.5795416831970215]"
1.5,-1.0,1.05,21,10.120981931686401,1.445854561669486,0.29093863925730123,"[1.4427509307861328, 1.1391701698303223, 1.6049537658691406, 0.9322559833526611, 1.467682123184204, 1.8024559020996094, 1.731713056564331]"
1.5,1.0,1.05,21,16.73052191734314,2.3900745596204485,0.8509361019382045,"[3.003728151321411, 3.835505962371826, 2.3954758644104004, 1.9880809783935547, 2.7648048400878906, 1.0355958938598633, 1.7073302268981934]"
4.0,1.0,2.8,30,9.658936262130737,0.9658936262130737,0.30396292589481344,"[0.76419997215271, 0.41971302032470703, 1.2525808811187744, 1.1074590682983398, 1.1759390830993652, 1.123793125152588, 0.5040872097015381, 1.3515360355377197, 1.139949083328247, 0.819678783416748]"
1.0,-1.0,0.7,18,10.71221375465393,1.7853689591089885,0.6113308598283635,"[1.403615951538086, 1.5716958045959473, 1.9155850410461426, 1.8996410369873047, 2.9506278038024902, 0.97104811668396]"
1.0,1.0,0.7,18,17.804879903793335,2.9674799839655557,1.216115938035551,"[2.139463186264038, 2.4996209144592285, 2.051445960998535, 2.739182949066162, 5.61946702003479, 2.755699872970581]"
4.0,-1.0,2.8,21,7.650531530380249,1.092933075768607,0.7473689067752822,"[1.0276539325714111, 1.4994409084320068, 2.643519878387451, 0.5050621032714844, 0.459216833114624, 1.1846098899841309, 0.3310279846191406]"
1.0,1.0,0.7,21,15.534628629684448,2.2192326613834927,2.2335945274508195,"[1.3519821166992188, 2.4757018089294434, 0.6995902061462402, 1.291855812072754, 7.443542003631592, 1.9406778812408447, 0.33127880096435547]"
4.0,1.0,2.8,27,9.983174800872803,1.1092416445414226,0.6942876269054106,"[2.907796859741211, 1.3797478675842285, 1.1070880889892578, 1.163365125656128, 0.9395167827606201, 0.44319891929626465, 0.7157080173492432, 0.6989421844482422, 0.6278109550476074]"
1.0,-1.0,0.7,15,8.186816453933716,1.6373632907867433,0.7356664174184087,"[2.388353109359741, 2.579437017440796, 1.155698299407959, 1.4116590023040771, 0.6516690254211426]"
0.5,1.0,0.35,21,12.617709159851074,1.8025298799787248,0.6108027285264849,"[2.5396339893341064, 1.7397456169128418, 1.7238550186157227, 2.235806941986084, 2.3714797496795654, 1.3710687160491943, 0.6361191272735596]"
2.0,1.0,1.4,27,12.38988184928894,1.3766535388098822,0.6636676555622733,"[2.3875038623809814, 1.344914197921753, 2.5394387245178223, 1.018989086151123, 1.0519442558288574, 0.5798919200897217, 0.9883458614349365, 0.7234020233154297, 1.7554519176483154]"
